#GeneID,Symbol,GeneInfo,Localization,Process,Function,# elements 1,casTLE Effect 1,casTLE Score 1,# elements 2,casTLE Effect 2,casTLE Score 2,Combo casTLE Effect,Combo casTLE Score,Minimum Effect 95% Credible Interval Estimate,Maximum Effect 95% Credible Interval Estimate
ENSG00000174405,LIG4,"ligase IV, DNA, ATP-dependent",condensed chromosome|nucleus|nucleoplasm|cytoplasm|plasma membrane|focal adhesion|DNA-dependent protein kinase-DNA ligase 4 complex|DNA-dependent protein kinase-DNA ligase 4 complex|DNA ligase IV complex|nonhomologous end joining complex|,"single strand break repair|in utero embryonic development|pro-B cell differentiation|DNA ligation|lagging strand elongation|DNA repair|nucleotide-excision repair, DNA gap filling|double-strand break repair|double-strand break repair|double-strand break repair|double-strand break repair via nonhomologous end joining|double-strand break repair via nonhomologous end joining|double-strand break repair via nonhomologous end joining|cell cycle|central nervous system development|cell proliferation|response to X-ray|response to gamma radiation|viral process|T cell differentiation in thymus|V(D)J recombination|immunoglobulin V(D)J recombination|T cell receptor V(D)J recombination|somatic stem cell maintenance|negative regulation of neuron apoptotic process|isotype switching|positive regulation of fibroblast proliferation|positive regulation of neurogenesis|DNA ligation involved in DNA recombination|DNA ligation involved in DNA repair|DNA ligation involved in DNA repair|chromosome organization|cell division|neuron apoptotic process|cellular response to lithium ion|establishment of integrated proviral latency|",DNA binding|DNA ligase activity|DNA ligase activity|DNA ligase (ATP) activity|protein binding|ATP binding|protein C-terminus binding|ligase activity|metal ion binding|,10,-0.7,15,10,-0.6,5.79,-0.7,20.4,-1.2,-0.4
ENSG00000166986,MARS,methionyl-tRNA synthetase,cytoplasm|mitochondrion|cytosol|membrane|extracellular vesicular exosome|,tRNA aminoacylation for protein translation|methionyl-tRNA aminoacylation|gene expression|,tRNA binding|methionine-tRNA ligase activity|ATP binding|,9,1.5,24.6,9,-2.8,21.8,-2.8,36.8,-5,1.6
ENSG00000065328,MCM10,minichromosome maintenance complex component 10,nucleus|nucleoplasm|nucleolus|cytoplasm|,G1/S transition of mitotic cell cycle|mitotic cell cycle|DNA replication|cell proliferation|,DNA binding|protein binding|identical protein binding|metal ion binding|,10,-0.1,0.434,10,0.2,0.7,-0.1,0.426,-1.5,1.2
ENSG00000073111,MCM2,minichromosome maintenance complex component 2,chromatin|nucleus|nucleoplasm|nuclear origin of replication recognition complex|cytoplasm|microtubule cytoskeleton|MCM complex|,G1/S transition of mitotic cell cycle|mitotic cell cycle|DNA replication|DNA unwinding involved in DNA replication|DNA replication initiation|DNA strand elongation involved in DNA replication|nucleosome assembly|cell cycle|cellular response to interleukin-4|,DNA binding|DNA helicase activity|DNA replication origin binding|protein binding|ATP binding|histone binding|metal ion binding|,10,2.6,25,10,0.2,0.99,2.6,21.7,2,4.9
ENSG00000112118,MCM3,minichromosome maintenance complex component 3,nucleus|nucleoplasm|alpha DNA polymerase:primase complex|centrosome|membrane|MCM complex|intracellular membrane-bounded organelle|perinuclear region of cytoplasm|,G1/S transition of mitotic cell cycle|mitotic cell cycle|DNA replication|DNA replication initiation|DNA strand elongation involved in DNA replication|DNA duplex unwinding|,DNA binding|DNA helicase activity|protein binding|ATP binding|,8,-3.2,23.6,7,2.2,34.2,2.1,44.1,1.3,3.4
ENSG00000104738,MCM4,minichromosome maintenance complex component 4,nucleus|nucleus|nucleoplasm|membrane|MCM complex|,G1/S transition of mitotic cell cycle|mitotic cell cycle|DNA replication|DNA replication|DNA unwinding involved in DNA replication|DNA replication initiation|DNA strand elongation involved in DNA replication|,single-stranded DNA binding|ATP-dependent DNA helicase activity|protein binding|ATP binding|,10,1.1,5.9,10,0.3,0.702,0.5,4.83,0.1,1.9
ENSG00000100297,MCM5,minichromosome maintenance complex component 5,nucleus|nucleoplasm|membrane|MCM complex|,G1/S transition of mitotic cell cycle|mitotic cell cycle|DNA replication|DNA replication initiation|DNA strand elongation involved in DNA replication|DNA duplex unwinding|,DNA binding|DNA helicase activity|protein binding|ATP binding|,8,2.4,27.4,9,-2.5,52.4,-2.5,74.1,-4.1,-1.7
ENSG00000076003,MCM6,minichromosome maintenance complex component 6,nucleus|nucleus|nucleoplasm|MCM complex|,G1/S transition of mitotic cell cycle|mitotic cell cycle|DNA replication|DNA replication|DNA unwinding involved in DNA replication|DNA replication initiation|DNA strand elongation involved in DNA replication|,single-stranded DNA binding|ATP-dependent DNA helicase activity|protein binding|ATP binding|identical protein binding|,9,1.8,80.4,9,-0.7,8.59,1.9,83.6,1.3,2.7
ENSG00000166508,MCM7,minichromosome maintenance complex component 7,chromatin|nucleus|nucleoplasm|cytoplasm|cytosol|membrane|MCM complex|MCM complex|,G1/S transition of mitotic cell cycle|mitotic cell cycle|DNA replication|DNA unwinding involved in DNA replication|DNA replication initiation|DNA strand elongation involved in DNA replication|cellular response to DNA damage stimulus|cell proliferation|regulation of phosphorylation|response to drug|cellular response to epidermal growth factor stimulus|,DNA binding|single-stranded DNA binding|ATP-dependent DNA helicase activity|protein binding|ATP binding|,9,-3.7,35.5,8,-1.2,22.4,-3.7,50.8,-7,-1.6
ENSG00000125885,MCM8,minichromosome maintenance complex component 8,nucleus|nucleoplasm|MCM8-MCM9 complex|,G1/S transition of mitotic cell cycle|mitotic cell cycle|double-strand break repair via homologous recombination|DNA replication|DNA strand elongation involved in DNA replication|cellular response to DNA damage stimulus|female gamete generation|male gamete generation|,DNA binding|helicase activity|protein binding|ATP binding|,10,1,20.1,10,0.8,20.9,0.8,39.5,0.6,1.2
ENSG00000111877,MCM9,minichromosome maintenance complex component 9,nucleus|MCM8-MCM9 complex|,double-strand break repair via homologous recombination|DNA replication|cellular response to DNA damage stimulus|female gamete generation|,DNA binding|helicase activity|ATP binding|,10,1.1,45.4,10,1,54.7,1,99.5,0.8,1.3
ENSG00000197771,MCMBP,minichromosome maintenance complex binding protein,nucleus|cytoplasm|plasma membrane|MCM complex|,mitotic S phase|mitotic S phase|DNA-dependent DNA replication|sister chromatid cohesion|mitotic nuclear division|,chromatin binding|protein binding|,10,-1.8,8.77,8,0.7,1.04,0.8,7.71,-2.5,2
ENSG00000169057,MECP2,methyl CpG binding protein 2,heterochromatin|extracellular space|nucleus|cytosol|,"negative regulation of transcription from RNA polymerase II promoter|behavioral fear response|response to hypoxia|startle response|neurological system process involved in regulation of systemic arterial blood pressure|regulation of respiratory gaseous exchange by neurological system process|inositol metabolic process|mitochondrial electron transport, ubiquinol to cytochrome c|chromatin silencing|regulation of gene expression by genetic imprinting|transcription, DNA-templated|glutamine metabolic process|synapse assembly|respiratory gaseous exchange|long-term memory|protein localization|glucocorticoid metabolic process|positive regulation of cell proliferation|adult locomotory behavior|visual learning|pathogenesis|embryo development|post-embryonic development|dendrite development|histone methylation|histone acetylation|proprioception|sensory perception of pain|cerebellum development|ventricular system development|negative regulation of histone methylation|cardiolipin metabolic process|negative regulation of histone acetylation|social behavior|neuron maturation|negative regulation of neuron apoptotic process|negative regulation of transcription, DNA-templated|positive regulation of transcription, DNA-templated|phosphatidylcholine metabolic process|catecholamine secretion|positive regulation of synapse assembly|regulation of excitatory postsynaptic membrane potential|long-term synaptic potentiation|",DNA binding|chromatin binding|sequence-specific DNA binding transcription factor activity|transcription corepressor activity|mRNA binding|protein binding|transcription factor binding|methyl-CpG binding|double-stranded methylated DNA binding|protein domain specific binding|siRNA binding|poly(A) RNA binding|protein N-terminus binding|,10,0.5,2.51,10,0.2,0.645,0.5,2.59,-1.1,1.5
ENSG00000133895,MEN1,multiple endocrine neoplasia I,chromatin|nucleus|nucleoplasm|cytoplasm|cytosol|nuclear matrix|cleavage furrow|histone methyltransferase complex|histone methyltransferase complex|protein complex|,"negative regulation of transcription from RNA polymerase II promoter|MAPK cascade|leukocyte homeostasis|negative regulation of protein phosphorylation|osteoblast fate commitment|osteoblast development|DNA repair|chromatin remodeling|transcription, DNA-templated|transcription initiation from RNA polymerase II promoter|cellular response to DNA damage stimulus|cell cycle arrest|transforming growth factor beta receptor signaling pathway|brain development|negative regulation of cell proliferation|response to UV|response to gamma radiation|gene expression|hemopoiesis|positive regulation of transforming growth factor beta receptor signaling pathway|positive regulation of histone methylation|positive regulation of protein binding|regulation of activin receptor signaling pathway|histone lysine methylation|positive regulation of apoptotic process|positive regulation of cysteine-type endopeptidase activity involved in apoptotic process|negative regulation of sequence-specific DNA binding transcription factor activity|negative regulation of osteoblast differentiation|positive regulation of osteoblast differentiation|negative regulation of cyclin-dependent protein serine/threonine kinase activity|negative regulation of cell cycle|negative regulation of transcription, DNA-templated|positive regulation of transcription from RNA polymerase II promoter|negative regulation of JNK cascade|negative regulation of organ growth|embryonic skeletal system morphogenesis|positive regulation of cell division|negative regulation of telomerase activity|palate development|maternal process involved in female pregnancy|","four-way junction DNA binding|Y-form DNA binding|chromatin binding|double-stranded DNA binding|protein binding|histone-lysine N-methyltransferase activity|protein binding, bridging|sequence-specific DNA binding|transcription regulatory region DNA binding|protein N-terminus binding|R-SMAD binding|",10,0.6,6.82,10,1,21.5,0.8,27.3,0.5,1.3
ENSG00000125457,MIF4GD,MIF4G domain containing,nucleolus|cytoplasm|,regulation of translation|,RNA binding|protein binding|protein C-terminus binding|,10,-0.2,0.754,10,0.1,0.457,0.1,0.263,-1.3,1.6
ENSG00000078403,MLLT10,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10",nucleus|cytoplasm|,"transcription, DNA-templated|positive regulation of transcription from RNA polymerase II promoter|",DNA binding|sequence-specific DNA binding transcription factor activity|protein binding|zinc ion binding|,10,0.2,0.646,10,0.1,0.119,0.1,0.575,-1.3,1.4
ENSG00000114487,MORC1,MORC family CW-type zinc finger 1,nucleus|,multicellular organismal development|spermatogenesis|cell differentiation|,ATP binding|zinc ion binding|,10,0.5,1.3,10,0.3,2.06,0.3,2.85,-0.3,1.5
ENSG00000133422,MORC2,MORC family CW-type zinc finger 2,nucleus|cytoplasm|cytosol|,None,ATP binding|zinc ion binding|,10,2.7,268,10,2.4,200,2.5,467,2.2,3
ENSG00000159256,MORC3,MORC family CW-type zinc finger 3,PML body|,protein phosphorylation|cell aging|post-embryonic development|peptidyl-serine phosphorylation|negative regulation of fibroblast proliferation|protein stabilization|maintenance of protein location in nucleus|maintenance of protein location in nucleus|,ATP binding|zinc ion binding|,10,0.1,0.0477,10,0,0,0,0,-1.1,1.8
ENSG00000133131,MORC4,MORC family CW-type zinc finger 4,nucleus|,None,protein binding|ATP binding|zinc ion binding|,10,0.3,0.853,10,-0.6,0.0412,0,0,-1.8,1.3
ENSG00000155363,MOV10,Mov10 RISC complex RNA helicase,cytoplasmic mRNA processing body|extracellular space|cytosol|,"transcription, DNA-templated|regulation of transcription, DNA-templated|epidermal growth factor receptor signaling pathway|Notch signaling pathway|fibroblast growth factor receptor signaling pathway|mRNA cleavage involved in gene silencing by miRNA|Fc-epsilon receptor signaling pathway|innate immune response|neurotrophin TRK receptor signaling pathway|phosphatidylinositol-mediated signaling|",helicase activity|protein binding|ATP binding|poly(A) RNA binding|,10,2,266,10,2.3,163,2.3,427,2,2.7
ENSG00000196199,MPHOSPH8,M-phase phosphoprotein 8,nuclear nucleosome|nucleus|nuclear heterochromatin|nucleolus|cytoplasm|plasma membrane|extracellular vesicular exosome|,"transcription, DNA-templated|cell cycle|regulation of DNA methylation|negative regulation of transcription, DNA-templated|",protein binding|methylated histone binding|,10,3.2,95.2,10,3.1,77.6,3.1,172,2.6,3.9
ENSG00000020922,MRE11A,MRE11 meiotic recombination 11 homolog A (S. cerevisiae),"chromosome, telomeric region|chromatin|nucleus|nucleoplasm|cytosol|Mre11 complex|Mre11 complex|site of double-strand break|","regulation of mitotic recombination|telomere maintenance|double-strand break repair via homologous recombination|DNA catabolic process, endonucleolytic|DNA repair|base-excision repair|nucleotide-excision repair|double-strand break repair|double-strand break repair|double-strand break repair via nonhomologous end joining|DNA recombination|cellular response to DNA damage stimulus|telomere maintenance via telomerase|sister chromatid cohesion|mitotic G2 DNA damage checkpoint|synapsis|reciprocal meiotic recombination|cell proliferation|intra-S DNA damage checkpoint|positive regulation of protein autophosphorylation|positive regulation of type I interferon production|DNA duplex unwinding|negative regulation of DNA endoreduplication|positive regulation of kinase activity|innate immune response|nucleic acid phosphodiester bond hydrolysis|nucleic acid phosphodiester bond hydrolysis|",single-stranded DNA endodeoxyribonuclease activity|DNA binding|double-stranded DNA binding|ATP-dependent DNA helicase activity|nuclease activity|endonuclease activity|endodeoxyribonuclease activity|protein binding|protein C-terminus binding|3'-5' exonuclease activity|manganese ion binding|,10,-2.7,41,10,-1.9,22.7,-2.7,62.3,-4.7,-2.1
ENSG00000086504,MRPL28,mitochondrial ribosomal protein L28,nucleus|cytoplasm|mitochondrion|mitochondrial ribosome|mitochondrial ribosome|,translation|,structural constituent of ribosome|protein binding|poly(A) RNA binding|,9,-0.8,7.87,8,-0.6,1.12,-0.7,8.49,-1.7,-0.2
ENSG00000111245,MYL2,"myosin, light chain 2, regulatory, cardiac, slow",cytosol|cytoskeleton|actin cytoskeleton|myosin complex|myofibril|sarcomere|A band|,regulation of striated muscle contraction|post-embryonic development|muscle filament sliding|negative regulation of cell growth|muscle cell fate specification|muscle fiber development|cardiac myofibril assembly|ventricular cardiac muscle tissue morphogenesis|heart contraction|cardiac muscle contraction|,actin monomer binding|calcium ion binding|protein binding|structural constituent of muscle|myosin heavy chain binding|,10,0.9,2.38,10,0.1,0.406,0.2,1.26,-0.6,2
ENSG00000104320,NBN,nibrin,"nuclear chromosome, telomeric region|nucleus|nucleoplasm|replication fork|nucleolus|PML body|Mre11 complex|site of double-strand break|nuclear inclusion body|","DNA damage checkpoint|telomere maintenance|double-strand break repair via homologous recombination|blastocyst growth|DNA repair|double-strand break repair|double-strand break repair|cell cycle arrest|mitotic cell cycle checkpoint|mitotic G2 DNA damage checkpoint|meiotic nuclear division|cell proliferation|regulation of DNA-dependent DNA replication initiation|DNA damage response, signal transduction by p53 class mediator|positive regulation of protein autophosphorylation|DNA duplex unwinding|positive regulation of kinase activity|isotype switching|neuromuscular process controlling balance|intrinsic apoptotic signaling pathway|",damaged DNA binding|ATP-dependent DNA helicase activity|protein binding|transcription factor binding|protein N-terminus binding|,10,-0.1,0.612,10,0,0,0,0,-1.3,1.6
ENSG00000100365,NCF4,"neutrophil cytosolic factor 4, 40kDa",cytosol|cytosol|endosome membrane|membrane|phagolysosome|NADPH oxidase complex|,"antigen processing and presentation of peptide antigen via MHC class I|antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent|immune response|antigen processing and presentation of exogenous peptide antigen via MHC class I|positive regulation of catalytic activity|interaction with host|oxidation-reduction process|phagosome maturation|",protein binding|superoxide-generating NADPH oxidase activator activity|phosphatidylinositol-3-phosphate binding|protein dimerization activity|,10,0.3,0.709,10,-1.1,3.47,-1.1,0.637,-2,0.9
ENSG00000119408,NEK6,NIMA-related kinase 6,spindle pole|nucleus|cytoplasm|microtubule organizing center|cytosol|microtubule|nuclear speck|,mitotic cell cycle|cytokinesis|protein phosphorylation|apoptotic process|chromosome segregation|mitotic nuclear division|mitotic nuclear envelope disassembly|signal transduction|regulation of mitotic cell cycle|peptidyl-serine phosphorylation|regulation of mitotic metaphase/anaphase transition|G2 DNA damage checkpoint|positive regulation of I-kappaB kinase/NF-kappaB signaling|protein autophosphorylation|spindle assembly|regulation of cellular senescence|,magnesium ion binding|protein serine/threonine kinase activity|signal transducer activity|protein binding|ATP binding|kinesin binding|protein kinase binding|,10,-0.1,0.00934,10,0,0,0,0,-1.3,1.7
ENSG00000120937,NPPB,natriuretic peptide B,extracellular region|extracellular space|protein complex|,cGMP biosynthetic process|cell surface receptor signaling pathway|receptor guanylyl cyclase signaling pathway|body fluid secretion|regulation of blood pressure|negative regulation of angiogenesis|negative regulation of cell growth|positive regulation of urine volume|positive regulation of renal sodium excretion|regulation of vasodilation|regulation of vascular permeability|regulation of blood vessel size|,receptor binding|receptor binding|hormone activity|diuretic hormone activity|,10,0,0,10,0,0,0,0,-1.5,1.5
ENSG00000114388,NPRL2,nitrogen permease regulator-like 2 (S. cerevisiae),None,protein phosphorylation|negative regulation of kinase activity|positive regulation of GTPase activity|,protein kinase activity|GTPase activator activity|protein binding|,10,1.7,112,10,2.2,101,1.9,211,1.5,2.5
ENSG00000103148,NPRL3,nitrogen permease regulator-like 3 (S. cerevisiae),cellular_component|,ventricular septum development|biological_process|aorta morphogenesis|positive regulation of GTPase activity|cardiac muscle tissue development|palate development|,molecular_function|GTPase activator activity|,10,1.1,44.7,10,1.4,77.2,1.2,120,1,1.6
ENSG00000078618,NRD1,nardilysin (N-arginine dibasic convertase),cytosol|cell surface|,proteolysis|neuromuscular junction development|cell proliferation|cell migration|positive regulation of membrane protein ectodomain proteolysis|regulation of endopeptidase activity|,metalloendopeptidase activity|protein binding|metal ion binding|epidermal growth factor binding|,10,-1.1,13.3,10,1,5.59,-0.5,11.6,-1.9,-0.3
ENSG00000035681,NSMAF,neutral sphingomyelinase (N-SMase) activation associated factor,cytoplasm|,ceramide metabolic process|signal transduction|intracellular signal transduction|positive regulation of apoptotic process|positive regulation of catalytic activity|,receptor signaling protein activity|protein binding|sphingomyelin phosphodiesterase activator activity|,10,0,0,10,0.4,1.66,0.1,0.0414,-0.8,1.9
ENSG00000169006,NTSR2,neurotensin receptor 2,plasma membrane|integral component of plasma membrane|,cell surface receptor signaling pathway|phospholipase C-activating G-protein coupled receptor signaling pathway|neuropeptide signaling pathway|sensory perception|regulation of membrane potential|,G-protein coupled receptor activity|G-protein coupled neurotensin receptor activity|,10,0.3,0.183,10,0.2,1.45,0.2,1.52,-1.2,1.5
ENSG00000082556,OPRK1,"opioid receptor, kappa 1",plasma membrane|integral component of plasma membrane|integral component of membrane|,immune response|adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway|phospholipase C-activating G-protein coupled receptor signaling pathway|synaptic transmission|sensory perception|behavior|locomotory behavior|sensory perception of pain|adenylate cyclase-inhibiting opioid receptor signaling pathway|opioid receptor signaling pathway|regulation of saliva secretion|defense response to virus|,opioid receptor activity|protein binding|dynorphin receptor activity|dynorphin receptor activity|,10,-1,3.78,10,-0.1,0.00458,-0.3,1.16,-2,0.7
ENSG00000070756,PABPC1,"poly(A) binding protein, cytoplasmic 1",nucleus|cytoplasm|cytosol|cytoplasmic stress granule|membrane|ribonucleoprotein complex|cytoplasmic ribonucleoprotein granule|catalytic step 2 spliceosome|,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay|nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay|nuclear-transcribed mRNA poly(A) tail shortening|mRNA splicing, via spliceosome|mRNA polyadenylation|translation|translational initiation|gene expression|RNA metabolic process|mRNA metabolic process|gene silencing by RNA|cellular protein metabolic process|positive regulation of translation|mRNA stabilization|positive regulation of nuclear-transcribed mRNA poly(A) tail shortening|positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay|negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay|",nucleotide binding|protein binding|protein C-terminus binding|poly(A) binding|poly(A) binding|poly(U) RNA binding|translation activator activity|poly(A) RNA binding|,10,0.5,4.47,10,-0.7,9.46,-0.7,9.36,-2,-0.1
ENSG00000101104,PABPC1L,"poly(A) binding protein, cytoplasmic 1-like",None,None,nucleotide binding|RNA binding|,10,0.5,6.58,10,-0.2,0.0673,0.4,5.13,-0.1,1.6
ENSG00000090621,PABPC4,"poly(A) binding protein, cytoplasmic 4 (inducible form)",nucleus|cytoplasm|cytoplasmic stress granule|ribonucleoprotein complex|,RNA processing|RNA catabolic process|translation|blood coagulation|,nucleotide binding|protein binding|poly(A) binding|poly(U) RNA binding|poly(A) RNA binding|,10,1,3.63,10,-0.6,4.09,0.6,1.95,-1,2
ENSG00000083093,PALB2,partner and localizer of BRCA2,nucleus|nucleoplasm|,double-strand break repair via homologous recombination|somitogenesis|inner cell mass cell proliferation|DNA repair|mesoderm development|organ morphogenesis|post-anal tail morphogenesis|negative regulation of apoptotic process|,DNA binding|protein binding|,10,0.7,3.97,10,0.4,6.05,0.7,9.06,0.2,1.2
ENSG00000143799,PARP1,poly (ADP-ribose) polymerase 1,nucleus|nuclear envelope|nucleoplasm|transcription factor complex|nucleolus|membrane|,"negative regulation of transcription from RNA polymerase II promoter|telomere maintenance|DNA repair|base-excision repair|double-strand break repair|transcription, DNA-templated|transcription from RNA polymerase II promoter|transcription initiation from RNA polymerase II promoter|protein ADP-ribosylation|transforming growth factor beta receptor signaling pathway|gene expression|protein autoprocessing|signal transduction involved in regulation of gene expression|macrophage differentiation|cellular response to insulin stimulus|regulation of growth rate|DNA damage response, detection of DNA damage|positive regulation of transcription from RNA polymerase II promoter|positive regulation of SMAD protein import into nucleus|protein poly-ADP-ribosylation|positive regulation of transcription regulatory region DNA binding|",DNA binding|NAD+ ADP-ribosyltransferase activity|NAD+ ADP-ribosyltransferase activity|protein binding|transcription factor binding|zinc ion binding|enzyme binding|identical protein binding|poly(A) RNA binding|protein N-terminus binding|NAD binding|R-SMAD binding|,9,-0.2,0.84,9,0.2,0.759,-0.2,0.823,-1.5,1.3
ENSG00000115289,PCGF1,polycomb group ring finger 1,nucleus|PcG protein complex|,"transcription, DNA-templated|regulation of transcription, DNA-templated|histone H2A monoubiquitination|",protein binding|protein C-terminus binding|zinc ion binding|,10,-0.3,2.22,10,-0.6,23.3,-0.5,23.6,-1,-0.4
ENSG00000056661,PCGF2,polycomb group ring finger 2,nuclear chromatin|sex chromatin|nucleus|nuclear body|PcG protein complex|PRC1 complex|,"negative regulation of transcription from RNA polymerase II promoter|in utero embryonic development|transcription, DNA-templated|anterior/posterior pattern specification|protein ubiquitination|histone acetylation|embryonic skeletal system morphogenesis|negative regulation of apoptotic signaling pathway|",DNA binding|chromatin binding|sequence-specific DNA binding transcription factor activity|ubiquitin-protein transferase activity|protein binding|zinc ion binding|,10,-1.2,8.98,10,-0.3,1.41,-0.4,8.56,-1.8,-0.2
ENSG00000132646,PCNA,proliferating cell nuclear antigen,nucleus|nucleoplasm|DNA replication factor C complex|cytoplasm|centrosome|nuclear replication fork|PCNA complex|extracellular vesicular exosome|PCNA-p21 complex|,"G1/S transition of mitotic cell cycle|regulation of transcription involved in G1/S transition of mitotic cell cycle|mitotic cell cycle|telomere maintenance via recombination|telomere maintenance|DNA replication|DNA strand elongation involved in DNA replication|leading strand elongation|regulation of DNA replication|DNA repair|DNA repair|transcription-coupled nucleotide-excision repair|base-excision repair|nucleotide-excision repair|nucleotide-excision repair, DNA gap filling|mismatch repair|heart development|cell proliferation|translesion synthesis|epithelial cell differentiation|positive regulation of deoxyribonuclease activity|telomere maintenance via semi-conservative replication|response to lipid|response to cadmium ion|phosphatidylinositol-mediated signaling|",purine-specific mismatch base pair DNA N-glycosylase activity|protein binding|DNA polymerase processivity factor activity|receptor tyrosine kinase binding|dinucleotide insertion or deletion binding|MutLalpha complex binding|identical protein binding|DNA polymerase binding|,7,1.5,24.8,6,-1.7,41.7,-1.8,56.7,-3.3,-1.5
ENSG00000184207,PGP,phosphoglycolate phosphatase,None,carbohydrate metabolic process|dephosphorylation|peptidyl-tyrosine dephosphorylation|,"magnesium ion binding|protein tyrosine phosphatase activity|phosphoglycolate phosphatase activity|nucleotide phosphatase activity, acting on free nucleotides|",10,-0.8,19.7,10,-0.4,5.61,-0.7,22.7,-1.2,-0.5
ENSG00000123739,PLA2G12A,"phospholipase A2, group XIIA",extracellular region|extracellular region|endoplasmic reticulum|Golgi apparatus|,phospholipid metabolic process|phosphatidic acid biosynthetic process|biological_process|lipid catabolic process|phosphatidylglycerol acyl-chain remodeling|phosphatidylinositol acyl-chain remodeling|phosphatidylserine acyl-chain remodeling|phosphatidylcholine acyl-chain remodeling|phosphatidylethanolamine acyl-chain remodeling|small molecule metabolic process|glycerophospholipid biosynthetic process|,calcium ion binding|calcium-dependent phospholipase A2 activity|,10,-1.3,13.2,10,0.8,0.381,-1.3,10.5,-2,-0.3
ENSG00000039650,PNKP,polynucleotide kinase 3'-phosphatase,nucleus|nucleolus|membrane|,"nucleotide-excision repair, DNA damage removal|DNA-dependent DNA replication|DNA repair|response to oxidative stress|response to radiation|response to radiation|dephosphorylation|DNA damage response, detection of DNA damage|DNA damage response, detection of DNA damage|nucleotide phosphorylation|nucleic acid phosphodiester bond hydrolysis|polynucleotide 3' dephosphorylation|polynucleotide 3' dephosphorylation|",damaged DNA binding|double-stranded DNA binding|endonuclease activity|protein binding|ATP binding|purine nucleotide binding|nucleotide kinase activity|polynucleotide 3'-phosphatase activity|ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity|,9,1.2,15.2,9,1,14.8,1.2,29.4,0.6,1.7
ENSG00000070501,POLB,"polymerase (DNA directed), beta",nucleus|nucleoplasm|cytoplasm|microtubule|spindle microtubule|,"DNA-dependent DNA replication|DNA repair|base-excision repair|base-excision repair|base-excision repair|base-excision repair, gap-filling|pyrimidine dimer repair|cellular response to DNA damage stimulus|intrinsic apoptotic signaling pathway in response to DNA damage|response to ethanol|neuron apoptotic process|DNA biosynthetic process|",damaged DNA binding|DNA-directed DNA polymerase activity|protein binding|microtubule binding|lyase activity|enzyme binding|metal ion binding|,10,0.2,0.459,10,0,0,0,0,-1.2,1.8
ENSG00000177700,POLR2L,"polymerase (RNA) II (DNA directed) polypeptide L, 7.6kDa","nucleus|nucleoplasm|DNA-directed RNA polymerase II, core complex|DNA-directed RNA polymerase III complex|DNA-directed RNA polymerase I complex|cytosol|","mRNA splicing, via spliceosome|DNA repair|transcription-coupled nucleotide-excision repair|nucleotide-excision repair|regulation of transcription from RNA polymerase I promoter|transcription from RNA polymerase I promoter|transcription from RNA polymerase II promoter|transcription from RNA polymerase II promoter|transcription initiation from RNA polymerase II promoter|transcription elongation from RNA polymerase II promoter|7-methylguanosine mRNA capping|transcription from RNA polymerase III promoter|transcription elongation from RNA polymerase III promoter|termination of RNA polymerase III transcription|RNA splicing|gene expression|viral process|positive regulation of type I interferon production|innate immune response|positive regulation of viral transcription|",RNA polymerase I activity|RNA polymerase II activity|RNA polymerase III activity|DNA binding|DNA-directed RNA polymerase activity|zinc ion binding|,4,3.3,24.4,3,-1.9,33.6,-1.8,37.1,-3,-1.3
ENSG00000134283,PPHLN1,periphilin 1,nucleus|cytoplasm|Golgi apparatus|intracellular membrane-bounded organelle|,keratinization|,poly(A) RNA binding|,10,2.7,91.7,10,1.9,59.3,2,148,1.7,3
ENSG00000256374,PPIAL4D,peptidylprolyl isomerase A (cyclophilin A)-like 4D,cytoplasm|,protein peptidyl-prolyl isomerization|protein folding|,peptidyl-prolyl cis-trans isomerase activity|,9,-2.3,10.6,9,-0.5,8.64,-0.5,13,-3.5,-0.1
ENSG00000135447,PPP1R1A,"protein phosphatase 1, regulatory (inhibitor) subunit 1A",extracellular space|cytoplasm|,glycogen metabolic process|signal transduction|negative regulation of catalytic activity|negative regulation of catalytic activity|,protein serine/threonine phosphatase inhibitor activity|protein binding|,10,0.5,3.22,10,0.5,2.76,0.5,5.67,0,1.3
ENSG00000078304,PPP2R5C,"protein phosphatase 2, regulatory subunit B', gamma","protein phosphatase type 2A complex|protein phosphatase type 2A complex|chromosome, centromeric region|nucleus|","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest|signal transduction|negative regulation of cell proliferation|intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator|proteasome-mediated ubiquitin-dependent protein catabolic process|regulation of catalytic activity|regulation of catalytic activity|regulation of catalytic activity|",protein binding|protein phosphatase type 2A regulator activity|protein phosphatase type 2A regulator activity|,10,0,0,10,0,0,0,0,-1.3,1.7
